species	species_id_method	strain	isotype	previous_names	release	source_lab	latitude	longitude	elevation	landscape	locality_description	substrate	substrate_comments	substrate_temp	ambient_temp	ambient_humidity	associated_organism	inbreeding_status	sampled_by	isolated_by	sampling_date	sampling_date_comment	notes	strain_set	issues	issue_notes	isotype_ref_strain	sequenced
Caenorhabditis elegans	ITS2	ECA1225	ECA1225	S-08802	20200815	ECA	19.7188	-155.9544833	885.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	rotting fruit (on ground)	20.4	21.2	89.0	None	None	S. Zdraljevic	E. Andersen	2018-11-06	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1226	ECA1225	S-08803	20200815	ECA	19.7188	-155.9544833	885.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Fruit	20.4	21.2	89.0	no	None	S. Zdraljevic	E. Andersen	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1227	ECA1225	S-08804	20210121	ECA	19.7188	-155.9544833	885.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	rotting fruit (on ground)	20.4	21.2	89.0	None	None	S. Zdraljevic	E. Andersen	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1228	ECA1228	S-08865	20200815	ECA	19.72135556	-155.9473333	1038.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Flower	20.5	20.5	91.1	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1229	ECA1229	S-08914	20200815	ECA	19.10540278	-155.697525	930.0	Forest	Big Island	Vegetal_litter/mix	vegetal litter/mix	22.5	26.0	59.9	None	None	T. Crombie	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1230	ECA1229	S-08915	20210121	ECA	19.10540278	-155.697525	930.0	Forest	Big Island	Vegetal_litter/mix	Leaf litter	22.5	26.0	59.9	no	None	T. Crombie	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1231	ECA1229	S-08921	20210121	ECA	19.10540278	-155.697525	930.0	Forest	Big Island	Vegetal_litter/mix	vegetal litter/mix	22.5	26.0	59.9	None	None	T. Crombie	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1232	ECA1232	S-08925	20200815	ECA	19.44023611	-155.3014944	1220.0	Forest	Big Island, Kipuka Puaulu Trail	Soil	Soil	19.0	21.2	77.1	no	None	S. Zdraljevic	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1233	ECA1229	S-08936	20200815	ECA	19.10540278	-155.697525	930.0	Forest	Big Island	Vegetal_litter/mix	vegetal litter/mix	22.5	26.0	59.9	None	None	T. Crombie	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1234	ECA1237	S-09041	20200815	ECA	19.44180278	-155.3046194	1247.0	Forest	Big Island, Kipuka Puaulu Trail	Rotting_flower	rotting flower (on ground)	17.1	19.2	84.5	None	None	S. Zdraljevic	E. Andersen	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1235	ECA1237	S-09042	20210121	ECA	19.44180278	-155.3046194	1247.0	Forest	Big Island, Kipuka Puaulu Trail	Rotting_flower	rotting flower (on ground)	17.1	19.2	84.5	None	None	S. Zdraljevic	E. Andersen	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1236	ECA1237	S-09043	20200815	ECA	19.44180278	-155.3046194	1247.0	Forest	Big Island, Kipuka Puaulu Trail	Rotting_flower	rotting flower (on ground)	17.1	19.2	84.5	None	None	S. Zdraljevic	E. Andersen	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1237	ECA1237	S-09045	20200815	ECA	19.44180278	-155.3046194	1247.0	Forest	Big Island, Kipuka Puaulu Trail	Rotting_flower	Flower	17.1	19.2	84.5	no	None	S. Zdraljevic	E. Andersen	2018-11-04	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1238	ECA1238	S-09058	20200815	ECA	19.438925	-155.3033667	1205.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.5	17.1	89.6	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1239	ECA1238	S-09060	20200815	ECA	19.43899444	-155.3034222	1206.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	16.8	17.1	90.1	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1240	ECA1240	S-09066	20200815	ECA	19.44179722	-155.304625	1247.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.1	19.2	84.3	no	None	S. Zdraljevic	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1241	ECA1229	S-09074	20200815	ECA	19.10540278	-155.697525	930.0	Forest	Big Island	Vegetal_litter/mix	Leaf litter	22.5	26.0	59.9	no	None	T. Crombie	R. Tanny	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1242	ECA1242	S-09080	20200815	ECA	19.43860278	-155.3033389	1201.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.5	17.8	84.7	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1243	ECA1243	S-09162	20200815	ECA	19.12013889	-155.8196139	659.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Nut	21.0	24.7	75.7	no	None	T. Crombie	R. Tanny	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1244	ECA760	S-09222	20200815	ECA	20.03970278	-155.4414333	653.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.9	23.3	85.8	no	None	T. Crombie	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1245	ECA760	S-09223	20200815	ECA	20.03970278	-155.4414333	653.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.9	23.3	85.8	no	None	T. Crombie	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1246	ECA1247	S-09286	20200815	ECA	19.7205	-155.9477056	1028.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	19.8	20.5	90.1	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1247	ECA1247	S-09287	20200815	ECA	19.7205	-155.9477056	1028.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	19.8	20.5	90.1	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1249	ECA1255	S-09335	20210121	ECA	20.04141111	-155.4438278	637.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	21.3	24.0	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1250	ECA1251	S-09338	20200815	ECA	19.43866111	-155.3034417	1201.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.1	17.8	87.2	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1251	ECA1251	S-09346	20200815	ECA	19.43866111	-155.3034417	1201.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.1	17.8	87.2	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1252	ECA1252	S-09347	20210121	ECA	19.438925	-155.3033667	1205.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.5	17.1	89.6	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	9	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1253	ECA1253	S-09349	20200815	ECA	19.438925	-155.3033667	1205.0	Forest	Big Island, Kipuka Puaulu Trail	Vegetal_litter/mix	Leaf litter	17.5	17.1	89.6	no	None	S. Zdraljevic	N. Roberto	2018-11-04	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1254	ECA1257	S-09369	20210121	ECA	20.04141111	-155.4438278	637.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	21.3	24.0	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1255	ECA1255	S-09370	20200815	ECA	20.04141111	-155.4438278	637.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	21.3	24.0	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1256	ECA1255	S-09374	20200815	ECA	20.04141111	-155.4438278	637.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	21.3	24.0	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1257	ECA1257	S-09375	20200815	ECA	20.04141111	-155.4438278	637.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	21.3	24.0	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1258	ECA1257	S-09376	20200815	ECA	20.04141111	-155.4438278	637.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	21.3	24.0	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1259	ECA1260	S-09386	20200815	ECA	19.12068611	-155.8196833	662.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.6	24.0	76.6	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1260	ECA1260	S-09387	20200815	ECA	19.12068611	-155.8196833	662.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.6	24.0	76.6	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1261	ECA1261	S-09410	20200815	ECA	19.11523611	-155.8191083	632.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.4	21.9	85.0	no	None	T. Crombie	N. Roberto	2018-11-05	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1262	ECA1281	S-09417	20200815	ECA	19.72013056	-155.9485861	1008.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Fruit	20.2	21.2	88.7	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1263	ECA1281	S-09418	20200815	ECA	19.72013056	-155.9485861	1008.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Fruit	20.2	21.2	88.7	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1264	ECA1281	S-09419	20200815	ECA	19.72013056	-155.9485861	1008.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Fruit	20.2	21.2	88.7	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1265	ECA1288	S-09426	20200815	ECA	19.11540556	-155.8185694	637.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.2	22.6	84.1	no	None	T. Crombie	E. Andersen	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1266	ECA1288	S-09432	20200815	ECA	19.11540556	-155.8185694	637.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.2	22.6	84.1	no	None	T. Crombie	E. Andersen	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1267	ECA1269	S-09441	20200815	ECA	19.12068611	-155.8196833	662.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.6	24.0	76.6	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1268	ECA1269	S-09442	20200815	ECA	19.12068611	-155.8196833	662.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.6	24.0	76.6	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1269	ECA1269	S-09445	20200815	ECA	19.12068611	-155.8196833	662.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.6	24.0	76.6	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1270	ECA1271	S-09448	20200815	ECA	19.12069167	-155.8196556	663.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.4	24.0	75.4	yes	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1271	ECA1271	S-09453	20200815	ECA	19.12069167	-155.8196556	663.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.4	24.0	75.4	yes	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1272	ECA1247	S-09468	20200815	ECA	19.7205	-155.9477056	1028.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	19.8	20.5	90.1	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1273	ECA1281	S-09469	20200815	ECA	19.72013056	-155.9485861	1008.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Fruit	20.2	21.2	88.7	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1274	ECA1247	S-09479	20200815	ECA	19.7205	-155.9477056	1028.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	19.8	20.5	90.1	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1275	ECA1281	S-09480	20200815	ECA	19.72013056	-155.9485861	1008.0	Forest	Big Island, Kaloko Loop Trial	Rotting_nut/pod/seed/fruit	Fruit	20.2	21.2	88.7	no	None	S. Zdraljevic	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1276	ECA1276	S-09545	20200815	ECA	20.04086389	-155.4437722	648.0	Forest	Big Island, Kalopa State Recreation Area	Vegetal_litter/mix	Leaf litter	20.9	22.6	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1277	ECA1276	S-09547	20200815	ECA	20.04086389	-155.4437722	648.0	Forest	Big Island, Kalopa State Recreation Area	Vegetal_litter/mix	Leaf litter	20.9	22.6	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1278	ECA1278	S-09600	20200815	ECA	20.04086389	-155.4437722	648.0	Forest	Big Island, Kalopa State Recreation Area	Vegetal_litter/mix	Leaf litter	20.9	22.6	86.5	no	None	T. Crombie	T. Crombie	2018-11-07	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1279	ECA1281	S-09625	20200815	ECA	19.72010278	-155.9486167	1007.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	20.4	21.9	89.6	no	None	S. Zdraljevic	S. Brady	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1281	ECA1281	S-09654	20200815	ECA	19.72010278	-155.9486167	1007.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	20.4	21.9	89.6	no	None	S. Zdraljevic	S. Brady	2018-11-06	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1282	ECA1281	S-09664	20200815	ECA	19.72010278	-155.9486167	1007.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	20.4	21.9	89.6	no	None	S. Zdraljevic	S. Brady	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1283	ECA1283	S-09674	20200815	ECA	19.72010278	-155.9486167	1007.0	Forest	Big Island, Kaloko Loop Trial	Rotting_flower	Flower	20.4	21.9	89.6	no	None	S. Zdraljevic	S. Brady	2018-11-06	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1284	ECA1284	S-09713	20200815	ECA	20.03859444	-155.4399778	650.0	Forest	Big Island, Kalopa State Recreation Area	Vegetal_litter/mix	Leaf litter	20.1	21.2	88.7	no	None	S. Zdraljevic	E. Andersen	2018-11-07	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1285	ECA1284	S-09715	20200815	ECA	20.03859444	-155.4399778	650.0	Forest	Big Island, Kalopa State Recreation Area	Vegetal_litter/mix	Leaf litter	20.1	21.2	88.7	no	None	S. Zdraljevic	E. Andersen	2018-11-07	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1286	ECA1286	S-09763	20200815	ECA	19.12063056	-155.8197528	661.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.7	24.0	75.5	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1287	ECA1287	S-09789	20200815	ECA	19.12013889	-155.8196139	659.0	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Nut	21.0	24.7	75.7	no	None	T. Crombie	R. Tanny	2018-11-05	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1288	ECA1288	S-09811	20200815	ECA	19.11528889	-155.8191944	632.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.5	21.9	84.8	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1289	ECA1289	S-09817	20200815	ECA	19.11941944	-155.8217833	630.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.3	24.7	72.7	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA1290	ECA1286	S-09826	20200815	ECA	19.12063056	-155.8197528	661.0	Forest	Big Island, Manuka Nature Trail	Vegetal_litter/mix	Leaf litter	20.7	24.0	75.5	no	None	T. Crombie	S. Brady	2018-11-05	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1291	ECA760	S-09841	20200815	ECA	20.03970278	-155.4414333	653.0	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	Rotting, Fruit	20.9	23.3	85.8	no	None	T. Crombie	N. Roberto	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA1292	ECA1298	S-09891	20200815	ECA	20.038475	-155.4383306	636.0	Forest	Big Island, Kalopa State Recreation Area	Vegetal_litter/mix	Leaf litter	20.5	24.0	78.7	no	None	T. Crombie	T. Crombie	2018-11-06	None	Fulcrum collection HawaiiOctober2018	None	False	None	False	True
